访客类型,月份,产品相关页面访问持续时间,信息相关页面,用户相关页面,信息相关页面访问持续时间,退出率,跳出率,产品相关页面,网页价值,操作系统,周末,浏览器,用户页面访问持续时间,区域,流量类型,节假日,是否购买
Returning_Visitor,May,1150.192063,4,1,70.83333333,0.0125,0.003125,27,23.554375,2,FALSE,2,30,1,2,0,1
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,1,TRUE,8,0,8,11,0,0
Returning_Visitor,Dec,144.5,0,2,0,0.05,0.014285714,12,0,2,FALSE,2,21,2,1,0,0
Returning_Visitor,Sep,1624.320952,0,0,0,0.01735761,0.009803922,53,0,3,FALSE,2,0,4,3,0,0
New_Visitor,Nov,525.1666667,0,1,0,0.030769231,0.007692308,25,0,2,TRUE,2,21,3,2,0,0
Returning_Visitor,Nov,1173,1,0,35.75,0.028571429,0,7,76.7809411,2,FALSE,4,0,9,2,0,0
Returning_Visitor,May,1638.888095,0,0,0,0.040659551,0.014367816,89,0,2,FALSE,2,0,6,11,0.8,0
Returning_Visitor,May,3436.066667,6,0,77,0.019480519,0.000757576,42,0,2,FALSE,2,0,3,4,0,0
Returning_Visitor,Nov,1282.953333,1,0,38.2,0.049565217,0.034782609,24,0,2,TRUE,2,0,4,1,0,0
Returning_Visitor,Dec,2781.125,0,0,0,0.037666667,0.012,100,0,2,FALSE,6,0,3,1,0,0
Returning_Visitor,May,87.5,0,0,0,0.033333333,0,9,0,2,FALSE,2,0,2,4,0,0
Returning_Visitor,Aug,2303.96,9,0,122.2,0.036855346,0.019496855,51,0,2,FALSE,4,0,4,2,0,0
Returning_Visitor,Aug,1170.733333,1,0,0,0.025454545,0.007272727,53,31.90320066,2,FALSE,4,0,2,3,0,1
Returning_Visitor,Mar,44,0,0,0,0.05,0,2,0,2,FALSE,4,0,1,3,0,0
Returning_Visitor,Dec,1128.583333,0,0,0,0.013043478,0,21,3.685400817,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Mar,2244.666667,0,1,0,0.028,0.008,24,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,5,0,2,FALSE,2,0,2,1,0,0
Returning_Visitor,May,1822.008117,1,0,28,0.007901699,0.001169591,115,0,2,FALSE,2,0,2,2,0,0
Returning_Visitor,May,2075.983333,1,0,44,0.014545455,0,56,13.81852727,2,FALSE,5,0,2,3,0,1
Returning_Visitor,May,606.5,0,0,0,0.011111111,0,11,0,1,TRUE,8,0,9,4,0,0
New_Visitor,Sep,431.2,0,0,0,0.007142857,0,15,0,2,FALSE,5,0,9,5,0,0
Returning_Visitor,May,64,0,0,0,0.05,0,4,0,2,FALSE,5,0,3,1,0.4,0
Returning_Visitor,Mar,878.6238095,6,0,408.2,0.02045045,0,33,19.3654955,2,FALSE,2,0,1,2,0,1
New_Visitor,Dec,1144.972222,0,0,0,0.008333333,0.006666667,31,77.04199767,2,FALSE,2,0,7,2,0,1
Returning_Visitor,Sep,856.2,0,0,0,0.108558559,0.052252252,37,0,2,FALSE,2,0,2,1,0,0
New_Visitor,May,1470.416667,3,0,61,0.006666667,0,31,0,1,FALSE,2,0,1,3,0,0
Returning_Visitor,Nov,3723.529739,0,0,0,0.01972313,0.001094276,107,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Dec,1544.75,0,0,0,0.033333333,0.014285714,7,0,1,FALSE,1,0,3,1,0,0
Returning_Visitor,Nov,1012.233333,9,1,1294.9,0.006910299,0,37,33.31220592,2,FALSE,2,32.66666667,1,2,0,0
Returning_Visitor,May,3646.278788,0,2,0,0.023117504,0.017204301,93,0,1,FALSE,1,15,5,4,0,0
Returning_Visitor,Jul,8768.477228,12,2,504.2533333,0.028099523,0.014137484,243,1.827470744,2,FALSE,2,1665.066667,1,1,0,1
Returning_Visitor,May,3439.733242,5,2,827.2,0.014808078,0,71,0,2,FALSE,2,48.5,1,2,0,0
Returning_Visitor,June,683.3,0,0,0,0.089285714,0.028571429,28,0,2,FALSE,2,0,3,1,0,0
New_Visitor,Mar,665.5666667,6,10,163.6666667,0.004761905,0.007142857,15,0,3,FALSE,2,403,8,8,0,0
Returning_Visitor,Nov,14568.16201,5,1,41.7,0.020148947,0.006633907,401,3.546315545,2,FALSE,2,114,4,1,0,1
Returning_Visitor,June,31.2,0,0,0,0.133333333,0.066666667,3,0,3,FALSE,2,0,1,1,0,0
Returning_Visitor,May,982,5,0,129.5,0.005882353,0,33,0,2,TRUE,5,0,2,4,0,0
Returning_Visitor,May,289.6666667,10,2,252.5,0.021212121,0,14,29.77418182,2,FALSE,4,506,4,2,0,1
Returning_Visitor,May,473.75,0,0,0,0.046666667,0.0375,18,0,3,FALSE,2,0,6,3,0.6,0
New_Visitor,Dec,1831.149084,1,0,139.5,0.000505051,0,100,0,2,FALSE,2,0,3,2,0,0
Returning_Visitor,Nov,596.075,2,2,41.75,0.02014652,0.001538462,25,0,2,FALSE,2,30,3,1,0,0
Returning_Visitor,Nov,1706.064885,2,0,11,0.021240391,0.011111111,72,0,1,FALSE,1,0,3,2,0,0
Returning_Visitor,Mar,964.5,2,0,306,0.030952381,0,14,0,2,FALSE,2,0,4,1,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,1,3,0,0
Returning_Visitor,June,242.1095238,1,0,4,0.004273504,0,26,0,4,FALSE,1,0,2,1,0,0
Returning_Visitor,Mar,36,0,0,0,0.1625,0.15,5,0,3,FALSE,2,0,3,1,0,0
Returning_Visitor,Oct,58,1,0,23.2,0.033333333,0,5,0,3,FALSE,2,0,1,3,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,1,TRUE,1,0,3,3,0,0
Returning_Visitor,June,587.9,0,0,0,0.037179487,0.023076923,26,0,3,FALSE,2,0,5,13,0,0
Returning_Visitor,Nov,178.25,0,0,0,0.066666667,0,3,0,3,FALSE,2,0,1,10,0,0
Returning_Visitor,Mar,1271.821212,2,1,33.5,0.011505376,0,31,1.592774194,1,FALSE,8,91,4,1,0,1
Returning_Visitor,May,70,0,0,0,0.1,0,2,0,1,TRUE,1,0,1,4,0,0
Returning_Visitor,Sep,942.6879221,1,0,28.2,0.035442177,0.017142857,35,8.435206908,1,TRUE,1,0,1,2,0,0
Returning_Visitor,Aug,240.3,3,0,81.4,0.030434783,0,18,0,2,FALSE,2,0,1,6,0,0
Returning_Visitor,Nov,16138.2908,5,3,39.5,0.020193811,0.004778942,339,0,2,FALSE,2,62.25,3,2,0,0
New_Visitor,Mar,231.1818182,5,0,42.18181818,0.01,0,12,0,2,TRUE,2,0,1,2,0,0
Returning_Visitor,Jul,286.7,0,0,0,0.075,0.05,8,0,3,FALSE,2,0,1,1,0,0
Returning_Visitor,Nov,4391.876232,10,4,155.8458333,0.022411525,0.008759124,128,0,1,FALSE,2,155.375,1,2,0,0
New_Visitor,Nov,48.5,3,0,31.5,0.05,0,2,0,1,FALSE,1,0,1,2,0,0
Returning_Visitor,Mar,329,0,0,0,0.044444444,0.022222222,9,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,May,547.5,2,0,12,0.054460641,0.033469388,45,13.18408163,2,FALSE,10,0,3,2,0.8,0
Returning_Visitor,May,1101.333333,3,2,65.5,0.041269841,0.00952381,39,14.99642857,2,FALSE,2,12,3,1,0,0
Returning_Visitor,Aug,0,0,0,0,0.2,0.2,4,0,2,FALSE,2,0,2,4,0,0
Returning_Visitor,May,142.5,4,0,244,0.011111111,0,6,0,3,FALSE,3,0,4,2,0,0
Returning_Visitor,May,457.2333333,5,0,119.15,0.007407407,0,17,0,3,FALSE,2,0,3,2,0,0
Returning_Visitor,Nov,1430.208205,3,2,94,0.030388889,0.02,56,0,2,FALSE,2,44.2,9,3,0,0
Returning_Visitor,Dec,696.875,0,0,0,0.035087719,0.010526316,19,0,1,FALSE,2,0,4,2,0,0
Returning_Visitor,Nov,0,0,0,0,0.1,0,1,0,2,FALSE,6,0,1,3,0,0
Returning_Visitor,May,1133.016667,5,0,766.8333333,0.013846154,0,37,49.66307692,4,FALSE,2,0,4,2,0,1
Returning_Visitor,Dec,607.5892857,0,0,0,0.051322751,0.028571429,21,0,3,TRUE,2,0,1,2,0,0
Returning_Visitor,Nov,5380.686996,6,1,110.5,0.021311846,0.005517241,137,1.963592426,2,FALSE,4,20,3,10,0,1
Returning_Visitor,May,1306.1,0,1,0,0.012244898,0.004081633,50,5.137714286,4,FALSE,1,6,4,20,0,1
Returning_Visitor,May,258,2,1,67.66666667,0.022222222,0,7,0,1,FALSE,1,17,8,4,0,0
Returning_Visitor,Dec,26.5,0,0,0,0.05,0,2,0,3,TRUE,2,0,1,1,0,0
Returning_Visitor,Dec,866.2166667,10,1,322.8333333,0.012903226,0.006451613,28,0,2,FALSE,4,12,7,1,0,0
Returning_Visitor,May,1742.883333,0,1,0,0.041142857,0.011428571,35,0,2,FALSE,2,0,1,4,0,0
New_Visitor,Dec,819.3333333,1,0,95.33333333,0.015625,0,16,25.25564195,2,FALSE,2,0,7,2,0,1
Returning_Visitor,Nov,3902.664774,1,1,65.5,0.02287037,0.008888889,131,0,3,FALSE,2,38.5,3,1,0,0
Returning_Visitor,Nov,1493.958333,1,0,0,0.020967742,0,32,0,2,TRUE,2,0,2,1,0,0
Returning_Visitor,Aug,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,1,13,0,0
Returning_Visitor,Nov,3684.855282,12,14,430.1570175,0.009959744,0.000934579,85,34.45943549,3,TRUE,2,622.4,1,2,0,0
Returning_Visitor,Oct,2197,1,0,19.2,0.013636364,0,42,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Nov,1892.005556,0,0,0,0.040859466,0.02195122,42,0,1,TRUE,1,0,1,13,0,1
Returning_Visitor,June,21.2,0,0,0,0.1,0,2,0,2,FALSE,2,0,5,1,0,0
Returning_Visitor,Dec,172,0,0,0,0.066666667,0,3,0,2,FALSE,13,0,9,20,0,0
Returning_Visitor,Nov,16,0,0,0,0.1,0,2,0,2,FALSE,2,0,4,8,0,0
Returning_Visitor,May,867.3333333,5,0,724.5,0.000826446,0,23,59.988,1,FALSE,1,0,1,2,0,1
Returning_Visitor,Nov,1626,1,0,6,0.092307692,0.051282051,14,0,1,FALSE,1,0,1,1,0,0
Returning_Visitor,Mar,2777.616667,0,0,0,0.014086022,0,63,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Nov,8618.031872,4,0,379.5,0.019765654,0.003454411,188,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Mar,318.0730159,9,2,72.94444444,0.035397453,0.008695652,17,0,3,FALSE,2,125.0952381,8,2,0,0
New_Visitor,May,352.8,5,0,188,0.008,0,22,0,2,FALSE,2,0,3,2,0.2,0
Returning_Visitor,Aug,45.2,0,0,0,0.1,0.08,10,0,1,FALSE,1,0,1,3,0,0
Returning_Visitor,Mar,461.05,2,1,27,0.026190476,0.016666667,19,16.33942857,3,FALSE,2,35,1,1,0,0
Returning_Visitor,Sep,3507.365152,4,0,136.5,0.042471564,0.022807018,130,0,2,FALSE,4,0,2,1,0,0
New_Visitor,Dec,999.8333333,0,0,0,0.009,0,50,0,2,TRUE,2,0,1,8,0,0
Returning_Visitor,June,1576.252222,3,0,33.46666667,0.009314954,0.003508772,113,40.08238165,2,FALSE,2,0,7,3,0,0
Returning_Visitor,May,4190.75,0,0,0,0.074369748,0.021764706,34,0,2,FALSE,2,0,8,6,0,0
Returning_Visitor,Dec,4334.815476,1,0,9,0.03962766,0.005531915,95,0,2,FALSE,2,0,1,1,0,0
New_Visitor,Nov,224.25,4,0,37,0.015384615,0,9,0,2,FALSE,2,0,3,2,0,0
Returning_Visitor,Aug,337.1,0,0,0,0.027272727,0,22,0,2,FALSE,4,0,1,3,0,0
Returning_Visitor,May,253.5541667,7,0,213.4333333,0.0125,0,15,0,1,TRUE,1,0,1,4,0,0
Returning_Visitor,Nov,0,0,2,0,0.133333333,0.066666667,1,0,1,FALSE,1,11,1,2,0,0
Returning_Visitor,Oct,93.5,3,0,70.6,0.107142857,0.1,11,0,1,FALSE,1,0,1,3,0,0
New_Visitor,Dec,491.5833333,0,0,0,0.008333333,0,7,45.9675105,3,TRUE,2,0,4,2,0,1
Other,Dec,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,2,10,0,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,2,FALSE,2,0,2,3,0,0
Returning_Visitor,May,869.8,0,0,0,0.033333333,0.011111111,20,0,3,TRUE,2,0,4,2,0,0
Returning_Visitor,May,1584.044444,5,0,110,0.016744186,0,39,12.73144186,4,FALSE,1,0,8,4,0,0
Returning_Visitor,Dec,610.1916667,0,0,0,0.03974359,0.015384615,27,0,2,FALSE,2,0,2,2,0,0
Returning_Visitor,May,47,0,0,0,0.15,0.1,4,0,2,FALSE,2,0,3,3,0,0
Returning_Visitor,Nov,126.0833333,0,0,0,0.053333333,0.04,5,0,3,FALSE,2,0,7,13,0,0
Returning_Visitor,May,25.5,2,0,8.5,0.028571429,0,3,0,2,FALSE,2,0,5,4,0,0
Returning_Visitor,Dec,1302.518056,7,1,237.5,0.023185941,0.005952381,37,0,3,FALSE,2,0,2,2,0,1
Returning_Visitor,Nov,3013.116917,3,0,19,0.007407748,0.001680672,120,14.18391563,2,FALSE,5,0,1,2,0,1
Returning_Visitor,Oct,951.4412698,3,0,82.95714286,0.025860732,0.013793103,28,0,3,FALSE,2,0,1,2,0,0
Returning_Visitor,Dec,285.5,4,0,131,0.083333333,0.033333333,10,0,3,FALSE,2,0,4,3,0,0
Returning_Visitor,May,3177.791667,0,0,0,0.011488014,0.005970149,68,0,2,FALSE,4,0,4,4,0,0
Returning_Visitor,May,1662.733333,2,0,45,0.03015873,0,22,5.997142857,2,TRUE,2,0,4,13,1,0
Returning_Visitor,Nov,258.2916667,0,0,0,0.022222222,0,9,0,2,FALSE,5,0,3,2,0,0
Returning_Visitor,Nov,668.5,0,1,0,0.007407407,0,26,0,2,FALSE,2,0,3,1,0,0
New_Visitor,Dec,2147.375,2,0,50.5,0.006896552,0,29,0,2,FALSE,2,0,7,2,0,0
Returning_Visitor,May,826.85,1,0,8,0.029591837,0.007142857,29,10.98707143,1,FALSE,1,0,3,4,0,1
Returning_Visitor,Mar,151.5,0,0,0,0.05,0,4,0,3,FALSE,2,0,1,1,0,0
Returning_Visitor,Nov,1457.113095,1,0,19,0.04015873,0.023809524,43,0,3,TRUE,6,0,1,2,0,0
Returning_Visitor,Sep,6512.010952,17,1,180.1333333,0.012248677,0.002645503,180,0,2,FALSE,2,80.6,1,3,0,0
Returning_Visitor,Jul,1722.721127,1,0,27.2,0.034027778,0.005555556,71,0,2,TRUE,2,0,7,1,0,0
Returning_Visitor,May,1752.942857,4,1,131,0.03374269,0.020075188,39,0,1,FALSE,1,0,3,4,0.2,0
Returning_Visitor,May,149,0,0,0,0.155555556,0.133333333,8,0,2,FALSE,2,0,7,3,0.8,0
Returning_Visitor,May,392.1666667,0,0,0,0.023529412,0.011764706,17,0,1,FALSE,1,0,1,1,0.2,0
Returning_Visitor,Dec,1098.5,0,0,0,0.1,0.066666667,6,0,2,FALSE,2,0,7,1,0,0
Returning_Visitor,May,1661.75,1,0,36,0.023529412,0,19,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Mar,154.8333333,0,0,0,0.00625,0,16,0,2,FALSE,4,0,7,1,0,0
Returning_Visitor,Nov,73,0,0,0,0.16,0.12,5,0,2,FALSE,2,0,2,3,0,0
Returning_Visitor,Mar,8,0,0,0,0.1,0,2,0,2,TRUE,2,0,5,1,0,0
Returning_Visitor,May,5407.788889,0,1,0,0.020120574,0.001923077,51,7.793528571,2,FALSE,2,3,3,2,0,0
Returning_Visitor,Nov,2710.381731,0,1,0,0.021957672,0.004938272,82,0,3,FALSE,2,0,3,2,0,1
Returning_Visitor,Nov,1363.7,8,2,381.45,0.027830688,0.011111111,31,13.89178731,1,FALSE,1,64.5,1,2,0,0
Returning_Visitor,Mar,491.6666667,0,0,0,0.012222222,0.011111111,19,0,1,TRUE,1,0,1,6,0,0
Returning_Visitor,Mar,1916.761905,1,1,158,0.018709677,0.006451613,29,8.772473118,2,TRUE,2,64,3,2,0,1
Returning_Visitor,May,242,2,0,20,0.045454545,0.018181818,24,0,2,FALSE,2,0,4,11,0,0
Returning_Visitor,Sep,1839.13,4,0,253.15,0.018380231,0.01468254,81,0,3,FALSE,2,0,3,13,0,0
Returning_Visitor,Feb,243,0,0,0,0.033333333,0,6,0,2,FALSE,4,0,4,1,0,0
Returning_Visitor,Mar,624,2,0,47,0.020512821,0,11,0,2,FALSE,2,0,1,1,0,0
Returning_Visitor,May,869,0,0,0,0.022222222,0,9,0,2,FALSE,5,0,1,4,0,0
Returning_Visitor,Nov,2365.429545,5,0,879.5,0.013043478,0,43,0,4,FALSE,1,0,1,10,0,0
Returning_Visitor,May,3827.753571,4,1,32.1,0.007269504,0,88,0.255191489,2,FALSE,2,75,7,6,0,0
Returning_Visitor,May,61,0,0,0,0.025,0,4,0,1,FALSE,1,0,4,4,0,0
Returning_Visitor,Aug,5330.633333,8,0,131,0.051351351,0.008108108,32,0,2,TRUE,2,0,2,1,0,0
Returning_Visitor,Mar,1048.492063,6,0,153.5,0.032225685,0.011578947,34,0,2,TRUE,6,0,1,1,0,0
Returning_Visitor,May,108,0,0,0,0.08,0,5,0,2,FALSE,2,0,3,13,0,0
Returning_Visitor,May,1517.75,1,2,11,0.041869919,0.019512195,37,0,2,TRUE,2,42,1,6,1,0
Returning_Visitor,May,129,0,0,0,0.0125,0,4,0,1,FALSE,1,0,4,3,0,0
Returning_Visitor,May,2720.7,4,0,53,0.031513142,0.017506494,70,4.858842857,3,TRUE,2,0,1,13,0,0
Returning_Visitor,June,458.2560317,0,0,0,0.022222222,0.007407407,27,38.12368584,1,FALSE,1,0,2,2,0,1
Returning_Visitor,Nov,2193.541667,0,0,0,0.008602151,0,33,0,2,FALSE,2,0,2,6,0,0
New_Visitor,Sep,615.5595238,5,0,175.1,0.002083333,0,26,62.77367187,1,TRUE,1,0,1,3,0,1
Returning_Visitor,Jul,2059.3,3,0,52.53333333,0.027777778,0,16,26.18852293,5,FALSE,11,0,1,1,0,1
Returning_Visitor,Nov,5000.739116,0,3,0,0.020433155,0.003294118,81,0,2,TRUE,2,1830.5,3,2,0,0
New_Visitor,Nov,1858.566667,0,0,0,0.002564103,0,39,0,2,FALSE,2,0,3,2,0,0
Returning_Visitor,May,463.3333333,0,0,0,0.046428571,0.035714286,15,0,2,FALSE,5,0,1,1,0,0
Returning_Visitor,Sep,1299.196667,0,1,0,0.022545455,0.003636364,54,0,1,TRUE,1,11,3,2,0,0
Returning_Visitor,May,1384.533333,7,0,290.6666667,0.016885965,0.001754386,35,12.68583158,2,TRUE,2,0,2,2,0,0
Returning_Visitor,May,1148.838095,4,0,92,0.025289256,0.012121212,19,32.06509091,3,FALSE,2,0,3,3,0,0
New_Visitor,Aug,0,0,0,0,0.2,0.2,2,0,1,FALSE,2,0,8,1,0,0
Returning_Visitor,Mar,299.5,0,0,0,0.072727273,0.036363636,11,0,1,FALSE,1,0,3,1,0,0
Returning_Visitor,Nov,2524.194444,0,0,0,0.013730159,0,84,0,2,FALSE,2,0,1,3,0,1
Returning_Visitor,May,1919.24523,10,3,586.6480186,0.03167916,0.014875647,41,3.485352521,1,TRUE,1,263.6666667,8,6,0,0
Returning_Visitor,May,1956.022222,14,12,1261.916667,0.022907353,0.0030839,30,0,2,FALSE,2,985.4190476,3,2,0.6,0
Returning_Visitor,May,241,0,0,0,0.033333333,0,6,0,2,FALSE,10,0,2,3,0,0
Returning_Visitor,Nov,651.0666667,1,0,11,0.016666667,0,26,0,4,FALSE,2,0,1,3,0,0
New_Visitor,Mar,657.2619048,5,0,58,0.004166667,0,10,0,1,FALSE,1,0,2,2,0,0
New_Visitor,May,499.5,0,0,0,0.033333333,0,7,0,2,FALSE,4,0,1,5,0.8,0
Returning_Visitor,Nov,2266.270833,9,4,211.5,0.029874687,0.005263158,30,0,3,FALSE,2,222,1,2,0,0
Returning_Visitor,Dec,0,0,0,0,0.2,0.2,1,0,1,FALSE,13,0,9,20,0,0
Returning_Visitor,May,497.6666667,8,1,359,0.023076923,0.007692308,19,0,2,FALSE,4,16,7,1,0,0
Returning_Visitor,Mar,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,2,10,0,0
New_Visitor,May,5,2,0,33,0.05,0,2,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Dec,111.75,0,0,0,0.066666667,0,6,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,May,2424.75,5,4,69,0.023333333,0,50,2.973214286,2,FALSE,2,163,3,3,0,0
Returning_Visitor,May,629.5,0,0,0,0.01447619,0,25,0,2,FALSE,2,0,1,13,0,0
Returning_Visitor,May,0,0,0,0,0.2,0.2,1,0,2,FALSE,5,0,6,6,0,0
Returning_Visitor,Dec,1836.214249,2,6,21,0.025181135,0.004545455,82,0,3,FALSE,2,182.7916667,3,2,0,0
Returning_Visitor,June,1429.501111,0,0,0,0.018947368,0.005263158,39,0,2,FALSE,2,0,1,3,0,0
Returning_Visitor,Dec,1749,1,0,4,0.015,0,22,0,2,FALSE,2,0,3,10,0,0
Returning_Visitor,Aug,423.5,5,0,140.6,0.0125,0.0125,16,0,3,TRUE,2,0,1,3,0,0
Returning_Visitor,Mar,574.5333333,0,0,0,0.011578947,0,21,0,2,FALSE,2,0,3,1,0,0
Returning_Visitor,Mar,195.5,8,0,174.5,0.006060606,0,10,0,1,FALSE,1,0,3,2,0,0
Returning_Visitor,May,313.3333333,0,0,0,0.087878788,0.046969697,10,8.397818182,2,FALSE,2,0,1,1,0,0
Returning_Visitor,Dec,169.375,0,0,0,0.018181818,0,11,0,3,FALSE,2,0,3,1,0,0
Returning_Visitor,May,614.3333333,0,0,0,0.025641026,0.007692308,15,0,1,FALSE,1,0,1,15,0,0
Returning_Visitor,Oct,2017.520714,1,0,81.6,0.023696145,0,42,0,2,TRUE,2,0,1,2,0,0
Returning_Visitor,May,672.8794872,7,4,75.84615385,0.029027611,0.021428571,16,0,1,FALSE,1,246.3333333,1,3,0,0
Returning_Visitor,May,778,2,0,7,0.072727273,0.018181818,11,0,1,FALSE,1,0,1,3,0.8,0
Returning_Visitor,Jul,559.56,0,0,0,0.008,0.008,26,0,1,FALSE,1,0,4,4,0,0
Returning_Visitor,Nov,472.3611111,0,0,0,0.014721408,0.012903226,33,0,1,FALSE,1,0,9,2,0,0
Returning_Visitor,Mar,162.75,2,0,125.5,0.025,0,6,0,1,FALSE,1,0,1,2,0,0
New_Visitor,Mar,239,2,0,123,0.0125,0,14,0,2,TRUE,2,0,1,2,0,0
Returning_Visitor,Mar,1054.309524,1,2,0,0.023809524,0.004761905,22,0,1,FALSE,1,56,1,1,0,0
Returning_Visitor,Jul,43.2,0,0,0,0.12,0.08,5,0,2,TRUE,2,0,3,13,0,0
Returning_Visitor,May,1714.868651,10,2,154.7916667,0.055127258,0.013711002,49,1.456951523,1,TRUE,1,7,1,2,1,0
New_Visitor,May,2617.233333,0,0,0,0.001360544,0,50,53.22881633,4,TRUE,1,0,3,2,0,1
Returning_Visitor,May,2062.443592,2,0,13.33333333,0.020275689,0.01220527,105,0,3,FALSE,2,0,1,4,0.6,0
Returning_Visitor,May,212.8333333,0,0,0,0.067647059,0.041176471,17,0,1,FALSE,1,0,4,3,0.4,0
Returning_Visitor,Dec,748.9583333,4,0,537.5,0.021875,0.0125,12,0,2,FALSE,5,0,7,2,0,0
Returning_Visitor,Nov,935.6666667,5,2,943,0.0375,0,7,0,2,TRUE,2,16,3,6,0,1
Returning_Visitor,Dec,834.075,4,0,157,0.013333333,0,20,4.84736534,2,FALSE,2,0,1,2,0,1
Returning_Visitor,Nov,1885.33744,4,0,142.5,0.038102106,0.010714286,56,5.04016763,2,FALSE,5,0,3,11,0,1
Returning_Visitor,May,253.1666667,0,0,0,0.04047619,0.014285714,14,0,3,FALSE,2,0,8,13,0.6,0
New_Visitor,Mar,558.5,2,0,40,0.028571429,0,5,0,2,TRUE,2,0,7,2,0,0
Returning_Visitor,Dec,246.1666667,1,0,100,0.025,0,9,0,3,TRUE,2,0,8,2,0,0
Returning_Visitor,Nov,444.25,0,0,0,0.021428571,0.028571429,7,0,3,TRUE,2,0,3,3,0,0
Returning_Visitor,Nov,3614.105147,0,0,0,0.020569813,0.006439394,89,0,1,TRUE,1,0,1,2,0,0
Returning_Visitor,Nov,348.5,0,0,0,0.022727273,0.004545455,22,0,2,TRUE,2,0,1,1,0,1
New_Visitor,Nov,616.5,0,0,0,0.01,0,20,0,3,FALSE,3,0,1,3,0,0
Returning_Visitor,Dec,1404.459091,1,1,20,0.044,0.013,50,0,2,TRUE,2,115,2,2,0,0
New_Visitor,May,582.5,0,0,0,0.006666667,0,12,0,2,TRUE,4,0,4,2,0,0
New_Visitor,Nov,121.5,0,0,0,0.007407407,0,3,0,1,TRUE,1,0,1,2,0,0
Returning_Visitor,May,231,0,0,0,0.14,0.12,10,0,3,FALSE,2,0,2,13,0,0
Returning_Visitor,Dec,44.5,0,0,0,0.05,0,4,0,2,FALSE,2,0,8,2,0,0
Returning_Visitor,Nov,2460.323686,8,10,451.2836134,0.021249277,0.003082192,131,2.325663803,2,FALSE,2,961.45,3,3,0,1
Returning_Visitor,June,11,0,0,0,0.133333333,0.066666667,3,0,2,FALSE,2,0,1,4,0,0
Returning_Visitor,Aug,1246.12,3,0,167,0.008888889,0,42,0,2,FALSE,4,0,1,3,0,0
Returning_Visitor,Dec,839.5178571,8,0,487,0.003125,0,28,0,1,TRUE,1,0,3,2,0,0
Returning_Visitor,Nov,1076.958333,6,0,115.5833333,0.022857143,0,30,10.3889438,2,TRUE,2,0,4,3,0,1
Returning_Visitor,May,859.1666667,3,0,118,0.014814815,0,16,9.991666667,3,FALSE,2,0,2,2,0,0
New_Visitor,Aug,14.35,2,0,126,0.05,0,2,0,3,TRUE,2,0,6,5,0,0
Returning_Visitor,Dec,246.5,4,0,45,0.03,0.03,7,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Nov,0,0,0,0,0.2,0.2,1,0,3,FALSE,2,0,1,20,0,0
Returning_Visitor,Dec,14,0,0,0,0.1,0,2,0,4,TRUE,2,0,1,1,0,0
Returning_Visitor,Nov,211.4702381,6,0,48.625,0.039520717,0.001190476,14,0,3,FALSE,2,0,6,10,0,0
New_Visitor,Mar,416.5,7,0,319.5,0.007142857,0,11,0,3,TRUE,2,0,1,9,0,0
Returning_Visitor,Nov,1893.444444,0,0,0,0.019047619,0.002380952,58,0,1,TRUE,1,0,6,10,0,1
Returning_Visitor,Nov,3734.958333,0,0,0,0.026547619,0.0025,80,0,2,FALSE,2,0,1,2,0,0
Returning_Visitor,Nov,71.5,0,2,0,0.033333333,0,4,0,2,TRUE,2,65.5,1,11,0,0
Returning_Visitor,Nov,115.6666667,0,0,0,0.091666667,0.058333333,12,0,2,FALSE,4,0,4,3,0,1
Returning_Visitor,Mar,1358.75,0,1,0,0.03245614,0.001754386,37,0,2,FALSE,5,0,3,1,0,0
Returning_Visitor,May,2236.9,1,0,0,0.027777778,0,19,19.59533333,4,TRUE,1,0,2,4,0,1
Returning_Visitor,Nov,618.75,0,1,0,0.027956989,0.003225806,31,0,2,FALSE,2,51.5,1,13,0,0
New_Visitor,Nov,1190.941667,0,0,0,0.003174603,0,22,0,3,TRUE,2,0,2,6,0,0
Returning_Visitor,Oct,196.3333333,0,0,0,0.023958333,0.0125,16,0,1,TRUE,1,0,3,2,0,0
Returning_Visitor,Dec,1726.5,0,0,0,0.05,0,9,0,2,FALSE,4,0,7,1,0,0
